元件编号	元件名称	元件类别	封装规格	焊盘数量	品牌产地	库类型
C177140	LT1013DIDR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C171845	IX4427NTR [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	IXYS	扩展库
C171635	GS7001-84 [SMT4期 1113]	电池电源管理芯片	SOIC-8_150mil	8	SHOUDING(首鼎半导体)	扩展库
C153777	LM2594DADJR2G [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C154514	FDS6898AZ [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	ON(安森美)	扩展库
C167516	NCE30P15S [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	无锡新洁能	扩展库
C157440	LD1117D33CTR [SMT4期 1113]	线性稳压芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C160610	NCS20062DR2G [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	ON(安森美)	扩展库
C160679	UC3843BD1G [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C163289	ACS714ELCTR-30A-T [SMT4期 1113]	传感器	SOIC-8_150mil	8	ALLEGRO(美国埃戈罗)	扩展库
C163302	ACS714LLCTR-50A-T [SMT4期 1113]	传感器	SOIC-8_150mil	8	ALLEGRO(美国埃戈罗)	扩展库
C154862	PI6C10804WEX [SMT4期 1113]	时基集成芯片	SOIC-8_150mil	8	DIODES（美台）	扩展库
C154896	DMG9926USD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C154919	DMP2022LSS-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155251	AP2152SG-13 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155258	DMS3016SSSA-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155319	DMP3020LSS-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155322	AP2192ASG-13 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155342	DMC2020USD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C155446	TPF133A-SR [SMT4期 1113]	视频滤波驱动	SOIC-8_150mil	8	3PEAK	扩展库
C155566	M41T00M6F [SMT4期 1113]	实时时钟芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C155573	VNS1NV04PTR-E [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C155594	TD352IDT [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C155600	VN7040ASTR [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C155601	ST25DV04K-IER6S3 [SMT4期 1113]	射频卡芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C155620	TSV912HYDT [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C156197	CS8182YDFR8G [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	ON(安森美)	扩展库
C156228	ADM485EARZ-REEL7 [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C156266	DMN4031SSD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C156387	DMHC3025LSD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES(美台)	扩展库
C157372	M24LR04E-RMN6T2 [SMT4期 1113]	射频卡芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C157378	STM706M6F [SMT4期 1113]	MCU监控芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C157381	LMV822IDT [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C157384	M95128-DRMN3TP/K [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C157402	LM234DT [SMT4期 1113]	电流监控芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C154552	FDS6576 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	ON(安森美)	扩展库
C154554	FDS6676AS [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	ON(安森美)	扩展库
C154713	NCV20062DR2G [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	ON(安森美)	扩展库
C154828	CAV24C02WE-GT3 [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ON(安森美)	扩展库
C153728	ADR06ARZ-REEL7 [SMT4期 1113]	电压基准芯片	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C153749	NCV33063AVDR2G [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C153755	MC33201DR2G [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ON(安森美)	扩展库
C141906	ADA4891-2ARZ-R7 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C141935	ADM3483ARZ-REEL7 [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C142561	SI4401BDY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C142965	JW7700A [SMT4期 1113]	开关电源芯片	SOIC-8_150mil	8	Joulwatt(杰华特)	扩展库
C143044	SI4497DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143244	LM2903WYDT [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C143306	DS2482S-100+T&R [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C143577	MAX706ESA+T [SMT4期 1113]	MCU监控芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C150371	551MLFT [SMT4期 1113]	逻辑芯片	SOIC-8_150mil	8	IDT	扩展库
C150444	TLV271CS-13 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	DIODES（美台）	扩展库
C150476	ZXMN3A06DN8TA [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C150561	IRF7465TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C150562	IR2118STRPBF [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C150763	DMP4025LSD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C151327	AP2172ASG-13 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	DIODES（美台）	扩展库
C151500	TLE72593GEXUMA3 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C151532	IRF7456TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C151559	AP2111SG-13 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	DIODES（美台）	扩展库
C151586	DMT6016LSS-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C152193	1EDI40I12AFXUMA1 [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C152274	NCV1124DR2G [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C152407	IRF7420TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C152607	TLE7258SJXUMA1 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C152619	BSO201SP H [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C152672	ISL3175EIBZ-T [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	Intersil(英特矽尔)	扩展库
C152730	LM393EDR2G [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	ON(安森美)	扩展库
C152732	M41T81SM6F [SMT4期 1113]	实时时钟芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C153216	MAX704TCSA+T [SMT4期 1113]	MCU监控芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C153218	MAX3071EESA+T [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C143581	MAX707ESA+T [SMT4期 1113]	电源监控芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C143666	SI4946BEY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143671	SI4825DDY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143704	SI4410BDY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143731	SI4464DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143735	SI4866BDY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143761	SI4488DY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143762	SI4401BDY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C143880	TMP36GSZ-REEL7 [SMT4期 1113]	温度传感器	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C143913	ADA4075-2ARZ-R7 [SMT4期 1113]	运放_低噪声运放	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C143938	AD8038ARZ-REEL7 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C144158	DMC3032LSD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C144163	DMC3021LSD-13 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	DIODES（美台）	扩展库
C144170	MCP2122T-E/SN [SMT4期 1113]	编解码芯片	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C144190	MIC2026-1YM-TR [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C144192	HV9961LG-G [SMT4期 1113]	LED驱动	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C144250	ADM709LARZ-REEL [SMT4期 1113]	MCU监控芯片	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C144305	TC7660SEOA713 [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C144313	TCN75AVOA713 [SMT4期 1113]	温度传感器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C144927	SI4346DY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C144929	SI4174DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C145008	SI4427BDY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C145349	SI4666DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C145447	SI4532CDY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C145472	SI4386DY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C146401	A1230LLTR-T [SMT4期 1113]	传感器	SOIC-8_150mil	8	ALLEGRO(美国埃戈罗)	扩展库
C146711	CAV24C16WE-GT3 [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ON(安森美)	扩展库
C146714	NB2305AI1DR2G [SMT4期 1113]	逻辑芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C146750	LE25U40CMDTWG [SMT4期 1113]	FLASH存储器	SOIC-8_150mil	8	ON(安森美)	扩展库
C146774	ADM1032ARZ-REEL [SMT4期 1113]	温度传感器	SOIC-8_150mil	8	ON(安森美)	扩展库
C146775	TL431CDR2G [SMT4期 1113]	电压基准芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C146783	CAT25512VI-GT3 [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ON(安森美)	扩展库
C146804	LM2931D-5.0R2G [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	ON(安森美)	扩展库
C148123	MAX253ESA+T [SMT4期 1113]	专业电源管理 (PMIC)	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C148144	IRF7410TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C148148	IRF7468TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C148150	IRF7904TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C148282	BSP752RXUMA2 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C139727	STS9P2UH7 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C139728	STLM75M2F [SMT4期 1113]	温度传感器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C140229	SN65HVD3085EDR [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140254	SN75HVD3082EDR [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140290	SN65HVDA195QDRQ1 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140291	LMC6762AIMX/NOPB [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140316	OPA2237UA/2K5 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140317	LP2989AIMX-3.3/NOPB [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140345	TLC2272AQDRQ1 [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C140388	LM334DT [SMT4期 1113]	专业电源管理 (PMIC)	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C140419	MCP601T-I/SN [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C141265	SN65LBC182DR [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C141531	SI4925BDY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141532	SI4896DY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141562	SI4931DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141563	SI4931DY-T1-E3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141567	SI9407BDY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141586	SI4378DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C141629	SI4599DY-T1-GE3 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	VISHAY(威世)	扩展库
C138708	INA117KU/2K5 [SMT4期 1113]	运放_差分运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C139363	OPA2197IDR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C139395	UCC2813DTR-3 [SMT4期 1113]	开关电源芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C126444	TP5532-SR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	3PEAK	扩展库
C126446	TP2604-SR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	3PEAK	扩展库
C126485	TP1252-SR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	3PEAK	扩展库
C126788	MCP6H02T-E/SN [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C126934	AD706ARZ-REEL7 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C132550	TCAN1042HGVDRQ1 [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132551	SN65HVD256DR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132552	SN65HVD255DR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132745	TLC27L2IDR [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C133207	MAX883CSA+T [SMT4期 1113]	线性稳压芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C133798	LM285DR-1-2 [SMT4期 1113]	电压基准芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C134135	LM4875MX/NOPB [SMT4期 1113]	音频功率放大器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C134138	TLV2381IDR [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C135474	MC33063AQDRQ1 [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C138300	SN65HVDA100QDRQ1 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C138360	REF5050AQDRQ1 [SMT4期 1113]	电压基准芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C138522	ISO7221BDR [SMT4期 1113]	隔离器芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C138705	ISO7220CDR [SMT4期 1113]	隔离器芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C128215	MP8001DS-LF-Z [SMT4期 1113]	以太网芯片	SOIC-8_150mil	8	MPS	扩展库
C129149	TLV2172IDR [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C129307	TCAN1051HDR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C129936	ADC08831IMX/NOPB [SMT4期 1113]	模数转换芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C129962	LM3526MX-H/NOPB [SMT4期 1113]	电池电源管理芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C129990	LMV772MAX/NOPB [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130000	LP2989IMX-3.3/NOPB [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130002	LP2998MAX/NOPB [SMT4期 1113]	电池电源管理芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130029	TLC372QDRG4 [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130034	TLE2021IDR [SMT4期 1113]	运放_精密运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130124	NCP3334DADJR2G [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	ON(安森美)	扩展库
C130126	TCAN1042HGDR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130130	TCAN1051HVDR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130131	TCAN1042HDR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C130223	UCC25600DR [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C131404	LMV358LIDT [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C131414	AOZ1021AI [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	AOS	扩展库
C131918	TPS2052BD [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C131924	TL750L12CDR [SMT4期 1113]	LDO_低压差线性稳压	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132095	LMC7221BIM/NOPB [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132096	LM5107MA/NOPB [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C132188	TJA1029T,118 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	NXP(恩智浦)	扩展库
C132189	TJA1028T/5V0/10,11 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	NXP(恩智浦)	扩展库
C117499	AT25M01-SSHM-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C117542	MAX4173FESA+T [SMT4期 1113]	电流监控芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C118274	M95020-WMN6TP [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C118278	ESDA6V1U1RL [SMT4期 1113]	二极管_ESD二极管	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C118346	EL7212CSZ-T7 [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	Intersil(英特矽尔)	扩展库
C118478	DS1338Z-33+T&R [SMT4期 1113]	实时时钟芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C118501	MAX4252ESA+T [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C122557	BTS3408GXUMA2 [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C122566	UCC28811DR [SMT4期 1113]	LED驱动	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C124507	TPIC1021DRG4 [SMT4期 1113]	接口芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C124864	ISO7221CQDRQ1 [SMT4期 1113]	隔离器芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C125141	MAX708ESA-TG [SMT4期 1113]	MCU监控芯片	SOIC-8_150mil	8	ON(安森美)	扩展库
C126014	TCAN1051VDRQ1 [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C126079	MC34063BD [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	HTC	扩展库
C116841	IRF8707TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	Infineon(英飞凌)	扩展库
C116539	MAX487EESA+T [SMT4期 1113]	RS-485/RS-422芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C116667	AT24C04D-SSHM-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C114145	TEA1761T/N2/DG,118 [SMT4期 1113]	开关电源芯片	SOIC-8_150mil	8	NXP(恩智浦)	扩展库
C114268	ACS711ELCTR-25AB-T [SMT4期 1113]	传感器	SOIC-8_150mil	8	ALLEGRO(美国埃戈罗)	扩展库
C114819	AO4800B [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	AOS	扩展库
C115827	AO4294 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	AOS	扩展库
C115828	AO4402 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	AOS	扩展库
C115829	AO4404B [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	AOS	扩展库
C115831	AO4616 [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	AOS	扩展库
C113215	TH8056KDC-AAA-008-RE [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	Melexis(比利时迈来芯)	扩展库
C113251	MAX4172ESA+T [SMT4期 1113]	电流监控芯片	SOIC-8_150mil	8	MAXIM(美信)	扩展库
C111851	RC4558IDR [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C111883	M93C86-WMN6TP [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C111816	UC2844AD8TR [SMT4期 1113]	开关电源芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C97195	ACS730KLCTR-50AB-T [SMT4期 1113]	传感器	SOIC-8_150mil	8	ALLEGRO(美国埃戈罗)	扩展库
C98194	LM2903DT [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C105899	EL7202CSZ-T7 [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	Intersil(英特矽尔)	扩展库
C107672	ADUM1201CRZ-RL7 [SMT4期 1113]	隔离器芯片	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C108129	SN65HVD1050D [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C111441	AT93C56B-SSHM-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C111442	AT25080B-SSHL-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C111443	AT25040B-SSHL-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C111547	AT25640B-SSHL-T [SMT4期 1113]	EEPROM存储器	SOIC-8_150mil	8	MICROCHIP(美国微芯)	扩展库
C111745	UC3845AD8TR [SMT4期 1113]	DC-DC芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C111810	SN65HVD235DR [SMT4期 1113]	CAN芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C99005	TP1542A-SR [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	3PEAK	扩展库
C99580	LM211DR2G [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	ON(安森美)	扩展库
C94429	AD8033ARZ-REEL7 [SMT4期 1113]	运放_通用运放	SOIC-8_150mil	8	ADI(亚德诺)	扩展库
C94669	OB2333CP [SMT4期 1113]	功率开关芯片	SOIC-8_150mil	8	OB(昂宝)	扩展库
C94836	LM78L05AIMX/NOPB [SMT4期 1113]	线性稳压芯片	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C94930	ISL6700IBZ-T [SMT4期 1113]	MOS驱动	SOIC-8_150mil	8	Intersil(英特矽尔)	扩展库
C95049	TL052CDR [SMT4期 1113]	运放_FET输入运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C92746	UC3843BD1013TR [SMT4期 1113]	开关电源芯片	SOIC-8_150mil	8	ST(意法半导体)	扩展库
C93671	TPA4861DR [SMT4期 1113]	音频功率放大器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C94066	IRF8313TRPBF [SMT4期 1113]	MOS_场效应管	SOIC-8_150mil	8	IR	扩展库
C94068	OPA2379AIDR [SMT4期 1113]	运放_低功耗运放	SOIC-8_150mil	8	TI(德州仪器)	扩展库
C91242	TLV3402IDR [SMT4期 1113]	电压比较器	SOIC-8_150mil	8	TI(德州仪器)	扩展库
